City,Latitude,Longitude,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
Rawson,-43.3002,-65.1023,7.79,76,92,5.41,AR,1663414780
Husavik,66.0449,-17.3389,6.09,79,100,0.92,IS,1663414780
Mabaruma,8.2,-59.7833,25.38,93,92,1.03,GY,1663414780
Namatanai,-3.6667,152.4333,26.52,74,98,4.15,PG,1663414781
Padang,-0.9492,100.3543,27.03,87,97,1.27,ID,1663414782
Pevek,69.7008,170.3133,0.99,99,100,9.26,RU,1663414782
Codrington,-38.2667,141.9667,10.34,85,55,8.73,AU,1663414782
Gualeguaychú,-33.0094,-58.5172,15.9,69,99,7.14,AR,1663414783
Normandin,48.8333,-72.5321,6.17,93,2,1.03,CA,1663414783
Chapais,49.7834,-74.8492,1.88,73,19,1.48,CA,1663414783
Tocopilla,-22.092,-70.1979,16.21,59,4,1.44,CL,1663414784
Itarema,-2.9248,-39.9167,29.01,61,78,6.76,BR,1663414784
Rokytne,51.2796,27.214,17.36,50,99,4.0,UA,1663414784
Fernie,49.5,-115.0687,12.05,96,68,1.28,CA,1663414539
Alta Floresta,-9.8756,-56.0861,31.26,37,65,1.43,BR,1663414786
Ferme-Neuve,46.7001,-75.4493,7.28,73,100,0.64,CA,1663414787
Winslow,35.0242,-110.6974,13.1,71,0,2.06,US,1663414787
Dunedin,-45.8742,170.5036,7.11,71,95,3.71,NZ,1663414788
Navrongo,10.8956,-1.0921,29.58,63,66,3.86,GH,1663414788
Saravan,39.7196,45.6483,25.64,23,7,4.66,AM,1663414788
Coquimbo,-29.9533,-71.3436,12.85,82,100,1.03,CL,1663414789
Port Lincoln,-34.7333,135.8667,12.57,71,97,7.53,AU,1663414789
Umluj,25.0213,37.2685,31.28,60,2,6.87,SA,1663414790
Urucará,-2.5364,-57.76,30.26,51,61,1.37,BR,1663414791
Petropavlovsk-Kamchatskiy,53.0452,158.6483,5.33,81,40,3.0,RU,1663414742
Pa Sang,18.5262,98.9394,28.11,91,99,1.28,TH,1663414792
Roebourne,-20.7833,117.1333,23.96,50,39,3.75,AU,1663414792
Richards Bay,-28.783,32.0377,23.7,64,58,6.39,ZA,1663414793
Ekhabi,53.5102,142.9671,7.29,73,4,3.19,RU,1663414793
Morondava,-20.2833,44.2833,26.37,62,0,6.81,MG,1663414793
Winsum,53.33,6.5208,16.1,60,96,10.99,NL,1663414794
Pokaran,26.9167,71.9167,34.6,31,11,6.42,IN,1663414794
Antofagasta,-23.65,-70.4,11.6,76,19,1.06,CL,1663414794
Xinqing,48.2333,129.5,11.78,99,100,1.83,CN,1663414795
Ligayan,4.6533,119.4706,29.07,73,90,4.9,PH,1663414795
Severo-Kuril'sk,50.6789,156.125,9.7,86,10,6.37,RU,1663414795
Moshupa,-24.7782,25.4155,30.65,11,0,3.28,BW,1663414797
São João da Barra,-21.6403,-41.0511,18.05,77,100,5.67,BR,1663414797
Goderich,43.7501,-81.7165,16.18,94,84,3.09,CA,1663414797
Paragominas,-2.9667,-47.4833,27.42,66,36,3.24,BR,1663414798
San Joaquin,37.9333,-121.3011,16.07,74,0,4.12,US,1663414798
St. George's,12.0564,-61.7485,29.82,79,75,10.8,GD,1663414750
Moussoro,13.6408,16.4901,27.31,67,100,1.33,TD,1663414799
Cap Malheureux,-19.9842,57.6142,24.15,64,0,6.26,MU,1663414799
Vanimo,-2.6741,141.3028,25.7,85,51,1.7,PG,1663414800
Bengkulu,-3.8004,102.2655,25.03,87,90,0.82,ID,1663414240
Vardø,70.3705,31.1107,7.99,93,100,11.83,NO,1663414801
Saint George,37.1041,-113.5841,18.33,72,0,0.0,US,1663414801
Pullman,46.7313,-117.1796,9.13,76,0,0.0,US,1663414802
Rosarito,32.3333,-117.0333,19.53,84,7,1.11,MX,1663414802
Olafsvik,64.8945,-23.7142,9.08,78,100,3.32,IS,1663414802
Havre-St-Pierre,50.2334,-63.5986,8.0,61,96,8.76,CA,1663414803
Merauke,-8.4667,140.3333,26.15,86,99,4.21,ID,1663414804
Pereira Barreto,-20.6383,-51.1092,20.23,49,24,7.01,BR,1663414804
Resistencia,-27.4606,-58.9839,20.61,68,18,4.63,AR,1663414805
Tsimmerbude,54.675,20.1347,15.03,68,72,6.44,RU,1663414805
Touros,-5.1989,-35.4608,28.09,64,3,6.13,BR,1663414805
Banatsko Novo Selo,44.9907,20.7848,16.85,89,100,3.78,RS,1663414806
Mahibadhoo,3.7833,72.9667,27.82,70,5,3.66,MV,1663414806
Sivas Province,39.7916,37.0019,29.35,20,20,2.57,TR,1663414807
Une,4.4031,-74.0253,8.64,88,98,0.58,CO,1663414807
Indian Head,38.6001,-77.1622,17.12,96,40,2.57,US,1663414807
Bergama,39.1207,27.1805,35.31,19,0,4.67,TR,1663414808
Half Moon Bay,37.4636,-122.4286,15.19,87,100,3.09,US,1663414808
Santa Inês,-3.6667,-45.38,29.11,61,43,3.19,BR,1663414809
Xifeng,42.7372,124.7222,16.63,92,72,2.34,CN,1663414809
Songjianghe,42.1859,127.479,15.83,97,90,1.1,CN,1663414809
Sindor,62.8629,51.8905,12.89,73,99,3.82,RU,1663414810
Bonthe,7.5264,-12.505,27.19,78,39,3.88,SL,1663414810
Leer,8.3018,30.1418,30.52,57,85,0.5,SS,1663414811
Siyabuswa,-25.1132,29.0445,31.37,13,0,1.05,ZA,1663414811
Savonlinna,61.8699,28.88,13.03,82,100,3.09,FI,1663414812
Suntar,62.1444,117.6319,2.4,89,98,3.22,RU,1663414812
Palmer,42.1584,-72.3287,11.95,89,20,1.26,US,1663414812
Grand Gaube,-20.0064,57.6608,25.22,64,1,6.26,MU,1663414813
Hobaramachi,37.8167,140.55,23.68,85,100,1.39,JP,1663414710
Bundaberg,-24.85,152.35,21.16,97,75,5.14,AU,1663414814
Kalmunai,7.4167,81.8167,28.36,74,8,6.73,LK,1663414814
Baijiantan,45.6333,85.1833,21.6,22,42,1.87,CN,1663414814
Coruripe,-10.1256,-36.1756,25.29,68,30,4.02,BR,1663414815
Ayan,56.45,138.1667,8.77,70,32,2.47,RU,1663414815
Port Augusta,-32.5,137.7667,11.24,70,33,4.37,AU,1663414816
Rivera,-30.9053,-55.5508,14.44,81,49,6.74,UY,1663414816
Vanavara,60.34,102.2797,3.01,73,18,2.1,RU,1663414816
Osório,-29.8867,-50.2697,17.61,65,5,3.35,BR,1663414817
Chokurdakh,70.6333,147.9167,2.05,66,100,2.6,RU,1663414817
Vana-Vigala,58.7806,24.2522,14.91,78,83,4.18,EE,1663414817
Jishou,28.3167,109.7167,30.46,48,62,0.28,CN,1663414818
Kendal,54.3268,-2.7476,15.33,66,25,1.9,GB,1663414803
Shimoda,34.6667,138.95,24.5,89,100,6.08,JP,1663414671
Jalu,29.0331,21.5482,34.76,16,0,1.94,LY,1663414819
Kantilo,20.35,85.1833,28.27,81,96,1.62,IN,1663414819
Dūngarpur,23.8333,73.7167,28.39,64,30,3.6,IN,1663414820
Saint-Joseph,-21.3667,55.6167,24.21,74,29,6.79,RE,1663414821
Nānākuli,21.3906,-158.1547,25.97,86,100,1.54,US,1663414821
Kitimat,54.0524,-128.6534,9.21,27,40,1.26,CA,1663414821
Ørje,59.4802,11.6602,18.41,48,92,4.15,NO,1663414822
Baculin,7.4525,126.5842,27.0,85,100,4.74,PH,1663414822
Gamba,-2.65,10.0,24.68,79,98,3.5,GA,1663414822
Vega de Alatorre,20.0333,-96.6333,23.37,89,92,3.41,MX,1663414823
Province of Trapani,37.8333,12.6667,29.05,58,20,7.72,IT,1663414824
Inírida,3.8653,-67.9239,23.61,96,97,0.38,CO,1663414824
Yangi Marg`ilon,40.4272,71.7189,30.4,17,4,1.03,UZ,1663414824
Canguçu,-31.395,-52.6756,14.56,74,34,5.62,BR,1663414825
Sémbé,1.6481,14.5806,28.54,67,85,1.87,CG,1663414825
Kumluca,36.3703,30.2869,30.34,52,0,3.94,TR,1663414826
Montepuez,-13.1256,38.9997,30.78,21,22,4.19,MZ,1663414826
Bayan,46.0833,127.4,15.59,95,100,3.76,CN,1663414827
Elko,41.0002,-115.5012,10.41,68,100,2.24,US,1663414827
Ngunguru,-35.6167,174.5,11.0,73,96,1.21,NZ,1663414827
Nhulunbuy,-12.2333,136.7667,26.34,83,40,2.57,AU,1663414828
Guerrero Negro,27.9769,-114.0611,19.7,84,0,6.21,MX,1663414829
Saint-François,46.4154,3.9054,14.26,62,75,3.09,FR,1663414829
Bīrpur,26.5167,87.0167,29.16,77,100,1.24,IN,1663414830
Kitob,39.0843,66.8332,30.38,11,83,4.8,UZ,1663414830
Lavrentiya,65.5833,-171.0,6.42,96,100,12.07,RU,1663414831
Hasaki,35.7333,140.8333,25.22,79,100,5.43,JP,1663414831
Esso,55.9333,158.7,2.06,95,82,1.96,RU,1663414832
Aktau,43.65,51.2,27.32,49,50,5.39,KZ,1663414741
Alice Springs,-23.7,133.8833,17.75,32,0,3.6,AU,1663414832
Qena,26.1615,32.7183,36.52,12,0,7.76,EG,1663414833
Jacksonville,30.3322,-81.6556,26.11,91,100,3.6,US,1663414833
Dudinka,69.4058,86.1778,3.68,71,100,5.12,RU,1663414834
Faanui,-16.4833,-151.75,25.85,65,15,8.86,PF,1663414834
Oriximiná,-1.7656,-55.8661,30.17,52,52,2.17,BR,1663414835
Lata,40.1629,-8.3327,30.04,47,88,0.93,PT,1663414835
Sorong,-0.8833,131.25,25.38,88,100,4.92,ID,1663414835
Dzhebariki-Khaya,62.2167,135.8,4.43,78,96,2.43,RU,1663414836
Avera,33.194,-82.5271,15.77,79,0,2.66,US,1663414836
Malbork,54.0359,19.0266,15.49,45,30,4.54,PL,1663414837
Otaki,-40.7583,175.15,10.53,88,91,0.45,NZ,1663414837
Río Bueno,-40.3167,-72.9667,3.08,98,99,1.3,CL,1663414838
Zhukovo,55.0318,36.744,16.62,46,49,5.63,RU,1663414838
Kamaishi,39.2667,141.8833,22.75,94,100,3.67,JP,1663414839
Coachella,33.6803,-116.1739,26.26,51,0,3.09,US,1663414839
Fort Nelson,58.8053,-122.7002,7.77,81,100,0.0,CA,1663414840
Burnie,-41.0667,145.9167,9.97,93,100,3.09,AU,1663414840
Mayumba,-3.432,10.6554,24.55,80,99,3.09,GA,1663414841
Seoul,37.5683,126.9778,25.78,83,0,2.06,KR,1663414780
Honningsvåg,70.9821,25.9704,7.86,87,100,12.35,NO,1663414842
Pisco,-13.7,-76.2167,15.03,88,100,0.51,PE,1663414843
Grindavik,63.8424,-22.4338,10.26,71,75,1.54,IS,1663414843
Kieta,-6.2167,155.6333,26.03,85,53,2.98,PG,1663414843
Aljezur,37.3191,-8.8033,26.83,53,1,2.16,PT,1663414844
Asău,46.4333,26.4,15.71,86,98,1.82,RO,1663414844
Markova,48.6758,24.4138,14.2,71,100,1.26,UA,1663414845
Loandjili,-4.7561,11.8578,25.06,73,100,1.54,CG,1663414846
Luang Prabang,19.8856,102.1347,24.12,98,97,0.45,LA,1663414847
Kathmandu,27.7167,85.3167,23.12,83,75,1.54,NP,1663414576
Serebryanyy Bor,56.8,124.8,3.25,90,100,1.05,RU,1663414847
Madimba,-10.4,40.3333,29.62,54,40,5.14,TZ,1663414848
Mariestad,58.7097,13.8237,15.77,75,92,6.38,SE,1663414848
Rupert,42.6191,-113.6772,9.97,81,0,0.0,US,1663414849
Nantucket,41.2835,-70.0995,16.19,69,0,3.09,US,1663414850
Bereda,43.2686,-7.5406,23.56,73,100,2.28,ES,1663414850
Buraidah,26.326,43.975,42.25,7,2,0.99,SA,1663414793
Omboué,-1.5746,9.2618,26.23,72,99,4.46,GA,1663414851
Nome,64.5011,-165.4064,9.04,93,100,14.4,US,1663414852
Chickasha,35.0526,-97.9364,23.09,83,0,3.09,US,1663414852
Goiatuba,-18.0125,-49.3547,24.77,46,13,4.01,BR,1663414853
San Cristobal,7.7669,-72.225,19.1,70,55,1.48,VE,1663414853
Cabo San Lucas,22.8909,-109.9124,28.62,74,95,0.45,MX,1663414854
Formosa,-26.1775,-58.1781,18.99,59,0,7.72,AR,1663414854
Leicester,52.6386,-1.1317,17.2,51,19,5.27,GB,1663414766
Lyantonde,-0.4031,31.1572,29.19,35,34,2.09,UG,1663414855
Rome,43.2128,-75.4557,14.49,86,75,3.09,US,1663414574
Garmsār,35.2182,52.3409,32.91,16,0,1.48,IR,1663414855
Puerto Suárez,-18.95,-57.8,25.31,50,0,6.17,BO,1663414856
Pacific Grove,36.6177,-121.9166,15.05,85,100,4.47,US,1663414856
Chapleau,47.8405,-83.4034,12.05,94,100,3.6,CA,1663414857
San Francisco,37.7749,-122.4194,15.65,90,40,6.26,US,1663414857
Plettenberg Bay,-34.0527,23.3716,16.68,73,67,4.23,ZA,1663414723
Esim,4.8699,-2.2405,27.75,67,93,3.44,GH,1663414858
Black River,18.0264,-77.8487,25.84,79,11,1.85,JM,1663414859
Acajutla,13.5928,-89.8275,25.33,83,100,2.8,SV,1663414860
Langelsheim,51.9333,10.3333,16.32,58,77,8.67,DE,1663414860
Cukai,4.25,103.4167,25.97,85,89,2.94,MY,1663414860
Pizarro,4.9533,-77.366,23.93,92,100,2.1,CO,1663414861
Nokaneng,-19.6667,22.2667,34.65,10,0,1.19,BW,1663414861
Bariloche,-41.1456,-71.3082,1.68,86,75,2.06,AR,1663414862
Zhigalovo,54.8097,105.1578,6.82,75,98,1.79,RU,1663414862
Tehri,30.3833,78.4833,22.44,92,98,0.77,IN,1663414863
Verkhnevilyuysk,63.4453,120.3167,0.8,80,71,2.04,RU,1663414864
Saint-Pierre,-21.3393,55.4781,24.82,65,20,12.86,RE,1663414771
Srednekolymsk,67.45,153.6833,2.81,66,100,1.8,RU,1663414864
Dukat,62.55,155.55,-2.54,85,85,2.18,RU,1663414866
Estevan,49.1334,-102.9842,6.23,94,21,0.89,CA,1663414866
Hermiston,45.8404,-119.2895,12.88,84,0,2.57,US,1663414866
Forlev,55.3833,11.2833,16.64,76,100,4.87,DK,1663414867
Mount Gambier,-37.8333,140.7667,9.95,93,75,9.26,AU,1663414867
Stavern,59.0,10.0333,18.43,46,98,1.65,NO,1663414867
Bacolod City,10.6667,122.95,25.96,88,73,4.03,PH,1663414868
Msanga,-6.05,36.0333,27.69,23,30,3.48,TZ,1663414868
Tilichiki,60.4667,166.1,2.9,74,30,5.86,RU,1663414869
Valdemārpils,57.3707,22.5919,13.78,83,77,5.37,LV,1663414869
Mattru,7.6244,-11.8332,26.09,86,73,1.32,SL,1663414870
Makat,47.6469,53.3463,23.95,33,100,5.68,KZ,1663414870
Svecha,58.2785,47.5164,11.18,98,100,2.93,RU,1663414870
Spruce Grove,53.5334,-113.9187,10.73,82,75,7.2,CA,1663414871
Port Blair,11.6667,92.75,25.02,88,75,2.06,IN,1663414871
Vila Franca do Campo,37.7167,-25.4333,24.55,82,47,3.8,PT,1663414872
Solnechnyy,50.7214,136.6319,7.86,95,86,2.37,RU,1663414872
Boyolangu,-8.1181,111.8935,23.93,85,78,2.43,ID,1663414873
Belmonte,-15.8631,-38.8828,25.04,69,41,1.04,BR,1663414873
North Myrtle Beach,33.816,-78.68,19.03,96,0,3.09,US,1663414874
Presidencia Roque Sáenz Peña,-26.7852,-60.4388,20.95,40,5,6.13,AR,1663414874
Lucapa,-8.4192,20.7447,32.47,32,66,2.11,AO,1663414875
Honiara,-9.4333,159.95,25.66,86,55,1.67,SB,1663414852
Shostka,51.863,33.4698,16.58,56,100,4.62,UA,1663414875
Usinsk,65.9939,57.5281,15.2,56,93,5.82,RU,1663414875
Sakakah,29.9697,40.2064,40.76,10,0,2.42,SA,1663414876
Dongsheng,39.8161,109.9776,19.68,23,0,3.38,CN,1663414876
Batemans Bay,-35.7167,150.1833,15.61,62,32,6.01,AU,1663414877
Palafrugell,41.9174,3.1631,24.28,38,97,5.36,ES,1663414737
Den Helder,52.9599,4.7593,15.55,61,75,7.72,NL,1663414877
East Hemet,33.74,-116.9389,16.88,86,0,1.34,US,1663414878
Kulhudhuffushi,6.6221,73.07,27.75,73,23,4.63,MV,1663414878
Gravina in Puglia,40.8197,16.4228,27.79,30,54,11.5,IT,1663414791
Luleå,65.5842,22.1547,11.04,82,100,6.17,SE,1663414775
Klyuchi,52.2667,79.1667,16.19,27,0,4.43,RU,1663414879
Lumberton,34.6182,-79.0086,16.36,81,0,2.13,US,1663414879
Misratah,32.3754,15.0925,30.81,49,0,4.92,LY,1663414880
Bagé,-31.3314,-54.1069,13.88,82,0,6.17,BR,1663414766
Kalabo,-14.97,22.6814,36.03,13,12,1.39,ZM,1663414881
Ambilobe,-13.2,49.05,31.47,30,15,1.47,MG,1663414882
Laas,46.6166,10.7002,15.76,55,93,4.54,IT,1663414883
Quatre Cocos,-20.2078,57.7625,25.06,72,21,7.27,MU,1663414883
Zeya,53.75,127.2667,9.1,85,100,1.69,RU,1663414884
Sangar,63.9242,127.4739,2.2,95,85,0.8,RU,1663414884
Diapaga,12.0708,1.7889,29.14,64,72,2.98,BF,1663414885
Kandrian,-6.2167,149.55,25.21,89,25,2.24,PG,1663414885
San Juan,-31.5375,-68.5364,17.34,26,77,2.74,AR,1663414751
Killybegs,54.6333,-8.45,13.84,58,99,2.01,IE,1663414886
Tikrit,34.6071,43.6782,40.6,8,0,4.54,IQ,1663414887
Rincon,32.296,-81.2354,24.36,94,40,2.57,US,1663414887
Reserva,-24.6503,-50.8506,12.18,65,61,3.29,BR,1663414887
Lüderitz,-26.6481,15.1594,19.83,60,56,10.68,NA,1663414888
Boddam,57.4667,-1.7833,12.49,75,91,9.76,GB,1663414888
Dickinson,29.4608,-95.0513,26.66,93,0,0.0,US,1663414889
Kawalu,-7.3817,108.2082,22.43,96,99,1.14,ID,1663414889
Kodinsk,58.6881,99.1844,6.63,95,87,1.63,RU,1663414890
Garachiné,8.0647,-78.3628,25.11,87,93,3.36,PA,1663414890
Jacareacanga,-6.2222,-57.7528,31.46,43,77,0.93,BR,1663414890
Kalianget,-7.05,113.9333,28.11,66,31,6.34,ID,1663414891
Ürümqi,43.801,87.6005,20.53,20,0,3.0,CN,1663414891
Xiaoyi,34.6178,109.703,23.51,69,89,1.43,CN,1663414892
Sobolevo,54.4299,31.8996,15.07,50,45,5.51,RU,1663414893
Sarangani,5.4033,125.4636,28.93,71,100,3.96,PH,1663414894
Surab,28.4914,66.2585,27.03,10,0,5.34,PK,1663414894
Borovskoy,53.8,64.15,20.5,22,17,5.65,KZ,1663414895
Diego de Almagro,-26.3667,-70.05,11.66,52,29,0.36,CL,1663414896
Luganville,-15.5333,167.1667,25.76,84,46,4.6,VU,1663414896
Praia da Vitória,38.7333,-27.0667,25.98,88,40,4.94,PT,1663414897
Selenduma,50.9131,106.2406,8.43,52,100,2.67,RU,1663414897
Lubango,-14.9172,13.4925,28.92,13,0,1.54,AO,1663414897
La Ronge,55.1001,-105.2842,8.14,87,0,1.54,CA,1663414898
Marystown,47.1666,-55.1483,12.94,74,50,9.59,CA,1663414898
Hualmay,-11.0964,-77.6139,16.34,86,97,4.81,PE,1663414898
Port Macquarie,-31.4333,152.9167,14.63,65,3,3.11,AU,1663414849
Sfântu Gheorghe,45.8667,25.7833,21.98,58,100,2.01,RO,1663414738
Udachny,66.4167,112.4,-0.86,79,100,9.36,RU,1663414900
Kalabagh,32.965,71.557,37.02,28,3,1.77,PK,1663414900
Tautira,-17.7333,-149.15,24.57,78,11,8.35,PF,1663414902
Tynda,55.1667,124.7167,4.31,98,100,4.36,RU,1663414853
Loukísia,38.4833,23.45,36.5,35,0,3.6,GR,1663414903
Badou,7.5833,0.6,27.55,68,90,2.45,TG,1663414903
Opuwo,-18.0607,13.84,32.52,9,0,2.13,NA,1663414904
Poum,-20.2333,164.0167,23.61,69,0,7.32,NC,1663414904
Polyarny,69.1989,33.4478,10.03,95,100,6.82,RU,1663414905
San Rafael,-34.6177,-68.3301,14.94,33,75,5.11,AR,1663414905
Zalesovo,53.9939,84.7431,12.51,42,5,3.31,RU,1663414905
Waipawa,-41.4122,175.5153,5.7,90,91,2.1,NZ,1663414906
Pinawa,50.1489,-95.8811,11.01,99,100,2.85,CA,1663414906
Lompoc,34.6391,-120.4579,14.73,93,100,5.14,US,1663414906
Qui Nhon,13.7667,109.2333,27.14,81,48,1.16,VN,1663414849
Zaysan,47.4667,84.8667,13.34,37,12,2.4,KZ,1663414907
Westport,41.1415,-73.3579,18.19,77,100,3.6,US,1663414907
Pakxan,18.3778,103.6601,24.59,95,100,0.93,LA,1663414908
Vigia,-0.8583,-48.1417,28.15,71,40,4.31,BR,1663414908
